,Tweets,cleanedTweets
1666,"{""edit_history_tweet_ids"": [""1592233494289469440""], ""id"": ""1592233494289469440"", ""text"": ""@TheoFleury14 And next month Zelenskyy will be pleading for more, saying the money so far isn't doing enough to \""fight\"" Putin""}
",       And next month Zelenskyy will be pleading for more saying the money so far isnt doing enough to fight Putin 
1667,"{""edit_history_tweet_ids"": [""1592233530020462593""], ""id"": ""1592233530020462593"", ""text"": ""Exactly!! https://t.co/2yuyKe6rfM""}
",      Exactly  
1668,"{""edit_history_tweet_ids"": [""1592233532214108161""], ""id"": ""1592233532214108161"", ""text"": ""@alienmagicman Hey Mr.Alien, our glorious leader is not a #nationaldisgrace okay. So stop spreading that okay? You spread the #truth instead!! #trudeau is an international disgrace!!! #trudeauinternationaldisgrace\n#TrudeauTheTyrant #trudeaumustgo""}
",       Hey MrAlien our glorious leader is not a nationaldisgrace okay So stop spreading that okay You spread the truth instead trudeau is an international disgrace trudeauinternationaldisgracenTrudeauTheTyrant trudeaumustgo 
1669,"{""edit_history_tweet_ids"": [""1592233539218866176""], ""id"": ""1592233539218866176"", ""text"": ""@WeAreCanProud LIberals love the ChiComm United Front.  A slap on the wrist and deportation will do if the Trudeau Foundation get a few $$$$$""}
",       LIberals love the ChiComm United Front  A slap on the wrist and deportation will do if the Trudeau Foundation get a few  
1670,"{""edit_history_tweet_ids"": [""1592233550761398274""], ""id"": ""1592233550761398274"", ""text"": ""@MaximeBernier @GalacticCurrent @theJagmeetSingh @PierrePoilievre Uniparty approves. Only @peoplespca can shut this down""}
",          Uniparty approves Only  can shut this down 
1671,"{""edit_history_tweet_ids"": [""1592233560030969857""], ""id"": ""1592233560030969857"", ""text"": ""@JesseKellyDC And Justin Trudeau! What in the love of God are these stooges doing?""}
",       And Justin Trudeau What in the love of God are these stooges doing 
1672,"{""edit_history_tweet_ids"": [""1592233560664322048""], ""id"": ""1592233560664322048"", ""text"": ""@globeandmail Xi makes Trudeau understand he is only a woke quire boy.""}
",       Xi makes Trudeau understand he is only a woke quire boy 
1673,"{""edit_history_tweet_ids"": [""1592233562979328000""], ""id"": ""1592233562979328000"", ""text"": ""@Bird5Ca Canada... you get nothing.\n\nMAID if you are not happy.""}
",       Canada you get nothingnnMAID if you are not happy 
1674,"{""edit_history_tweet_ids"": [""1592233563008950272""], ""id"": ""1592233563008950272"", ""text"": ""@JesseKellyDC Gay Bob Trudeau is wearing one too!""}
",       Gay Bob Trudeau is wearing one too 
1675,"{""edit_history_tweet_ids"": [""1592233567333281792""], ""id"": ""1592233567333281792"", ""text"": ""@jimmythejet39 @RachelNotley I did the same. That\u2019s what politicians and corporations want. They just replace us with low wage third world slaves. Globalists like Notley, Trudeau, Poillevre are winning though. \ud83d\ude14""}
",        I d the same Thatus what politicians and corporations want They just replace us with low wage third world slaves Globalists like Notley Trudeau Poillevre are winning though uddude 
1676,"{""edit_history_tweet_ids"": [""1592233582906740736""], ""id"": ""1592233582906740736"", ""text"": ""@PierrePoilievre What is your climate plan?""}
",       What is your climate plan 
1677,"{""edit_history_tweet_ids"": [""1592233583573598209""], ""id"": ""1592233583573598209"", ""text"": ""@TheoFleury14 You talk out of your ass more than your mouth. https://t.co/bA73u2oAnI""}
",       You talk out of your ass more than your mouth  
1678,"{""edit_history_tweet_ids"": [""1592233588753403905""], ""id"": ""1592233588753403905"", ""text"": ""Trudeau Pledges $1 Million for Clearing Landmines, Cluster Bombs in Cambodia, Laos https://t.co/jfXP9n4A9C""}
",      Trudeau Pledges  Million for Clearing Landmines Cluster Bombs in Cambodia Laos  
1679,"{""edit_history_tweet_ids"": [""1592233618755424256""], ""id"": ""1592233618755424256"", ""text"": ""@TheRealKeean He probably voted for Trudeau as well, a few dozen times""}
",       He probably voted for Trudeau as well a few dozen times 
1680,"{""edit_history_tweet_ids"": [""1592233623738273794""], ""id"": ""1592233623738273794"", ""text"": ""@AndrewLawton And??? Your point??""}
",       And Your point 
1681,"{""edit_history_tweet_ids"": [""1592233633431302146""], ""id"": ""1592233633431302146"", ""text"": ""@purrlitics Has literally nothing to do with Trudeau. Of course Cons are going to say that. There has never been such a huge demand for these products given all the hospitals filled with sick children. The manufacturers have been in strained supply.""}
",       Has literally nothing to do with Trudeau Of course Cons are going to say that There has never been such a huge demand for these products given all the hospitals filled with sick children The manufacturers have been in strained supply 
1682,"{""edit_history_tweet_ids"": [""1592233650409836545""], ""id"": ""1592233650409836545"", ""text"": ""@TheoFleury14 He needs to be stopped! https://t.co/FgkzGACLii""}
",       He needs to be stopped  
1683,"{""edit_history_tweet_ids"": [""1592233663374450689""], ""id"": ""1592233663374450689"", ""text"": ""@thevivafrei For trudeau it's cheaper for people to legally die than for him to continue to help them. This is where society has fallen to, Abort children and kill the sick and hopeless people. God missing from their lives and now society is going to hell.""}
",       For trudeau its cheaper for people to legally die than for him to continue to help them This is where society has fallen to Abort children and kill the sick and hopeless people God missing from their lives and now society is going to hell 
1684,"{""edit_history_tweet_ids"": [""1592233670215348224""], ""id"": ""1592233670215348224"", ""text"": ""@george_orwell3 NEW - How Klaus Schwab's World Economic Forum and others are \""hiding their past ties\"" with the FTX crypto exchange.\n\nhttps://t.co/URMuvuw2kx""}
",       NEW  How Klaus Schwabs World Economic Forum and others are hing their past ties with the FTX crypto exchangenn 
1685,"{""edit_history_tweet_ids"": [""1592233673465946113""], ""id"": ""1592233673465946113"", ""text"": ""@AndrewLawton Ontario Premier hasn't shown up to work for more than half the year.""}
",       Ontario Premier hasnt shown up to work for more than half the year 
1686,"{""edit_history_tweet_ids"": [""1592233673608556544""], ""id"": ""1592233673608556544"", ""text"": ""@PierrePoilievre Why are you not calling out the oil producers for this obvious collusion?  Prices magically skyrocketed just before the US midterms in an obvious attempt to blame the Democrats and rig the elections.  It's no surprise they started going down now that the vote is over.""}
",       Why are you not calling out the oil producers for this obvious collusion  Prices magically skyrocketed just before the US mterms in an obvious attempt to blame the Democrats and rig the elections  Its no surprise they started going down now that the vote is over 
1687,"{""edit_history_tweet_ids"": [""1592233670261493762""], ""id"": ""1592233670261493762"", ""text"": ""@RebelNewsOnline What a coward!""}
",       What a coward 
1688,"{""edit_history_tweet_ids"": [""1592233676108365826""], ""id"": ""1592233676108365826"", ""text"": ""@elonmusk \nTrudeau is going to try to silence Canadians https://t.co/9dRUxRCIhj""}
",       nTrudeau is going to try to silence Canadians  
1689,"{""edit_history_tweet_ids"": [""1592233689643384832""], ""id"": ""1592233689643384832"", ""text"": ""@yonkojohn That\u2019s tax $$ at work @JustinTrudeau @gmbutts @liberal_party privileges""}
",       Thatus tax  at work    privileges 
1690,"{""edit_history_tweet_ids"": [""1592233687944671232""], ""id"": ""1592233687944671232"", ""text"": ""More costumes for Trudeau and now Biden too. They deserve each other and should share a jail cell together. https://t.co/6I7yxmyE0D""}
",      More costumes for Trudeau and now Ben too They deserve each other and should share a jail cell together  
1691,"{""edit_history_tweet_ids"": [""1592233718609252352""], ""id"": ""1592233718609252352"", ""text"": ""@AndrewLawton I was going to make fun of you for acting like a tiny child, but I see most of the people here sorted you out already.""}
",       I was going to make fun of you for acting like a tiny child but I see most of the people here sorted you out already 
1692,"{""edit_history_tweet_ids"": [""1592233727601840130""], ""id"": ""1592233727601840130"", ""text"": ""@TomJefferson30 @FPVaughanIII Only a loser would give up &amp; leave a 1st-world country like Canada. Some people don't realize how good we have it here, &amp; how we have to keep fighting to restore our nation to pre-Trudeau standards. A few idiots in Govt shouldnt be enough to have you give up on Canada.""}
",        Only a loser would give up amp leave a stworld country like Canada Some people dont realize how good we have it here amp how we have to keep fighting to restore our nation to preTrudeau standards A few iots in Govt shouldnt be enough to have you give up on Canada 
1693,"{""edit_history_tweet_ids"": [""1592233737311641600""], ""id"": ""1592233737311641600"", ""text"": ""@henryraymondbr1 Those commies know just were their bread is buttered.""}
",       Those commies know just were their bread is buttered 
1694,"{""edit_history_tweet_ids"": [""1592233752113053696""], ""id"": ""1592233752113053696"", ""text"": ""@PierrePoilievre Either you're really dumb or you think Canadians are. What % of this cost do you think is caused by the carbon tax?\n\nAre you planning on singlehandedly pumping out more oil into the global market? You going to get on your leather chaps and start building global refinery capacity?""}
",       Either youre really dumb or you think Canadians are What  of this cost do you think is caused by the carbon taxnnAre you planning on singlehandedly pumping out more oil into the global market You going to get on your leather chaps and start building global refinery capacity 
1695,"{""edit_history_tweet_ids"": [""1592233751261908992""], ""id"": ""1592233751261908992"", ""text"": ""Breaking: Prime Minister Trudeau wore socks to a meeting. The socks had moose. The moose were pink. https://t.co/W7P74PZxyv""}
",      Breaking Prime Minister Trudeau wore socks to a meeting The socks had moose The moose were pink  
1696,"{""edit_history_tweet_ids"": [""1592233751861661696""], ""id"": ""1592233751861661696"", ""text"": ""So does this mean I can\u2019t tell our prime minister to fuck off anymore?  Fuck!!  \ud83e\udd23 https://t.co/yOmBr8rlFD""}
",      So does this mean I canut tell our prime minister to fuck off anymore  Fuck  udeudd  
1697,"{""edit_history_tweet_ids"": [""1592233758413197312""], ""id"": ""1592233758413197312"", ""text"": ""2. Deputy Minister of Public Safety, Rob Stewart, testifying along with Assistant Deputy Minister Cybersecurity, Dominic Rochon. First ever meeting of IRG Feb 10 convened by Trudeau  (some outfit Trudeau created in 2020 I think...I probably have this part wrong.)""}
",       Deputy Minister of Public Safety Rob Stewart testifying along with Assistant Deputy Minister Cybersecurity Dominic Rochon First ever meeting of IRG Feb  convened by Trudeau  some outfit Trudeau created in  I thinkI probably have this part wrong 
1698,"{""edit_history_tweet_ids"": [""1592233770643603460""], ""id"": ""1592233770643603460"", ""text"": ""@TheRealKeean A friend of Trudeau?""}
",       A friend of Trudeau 
1699,"{""edit_history_tweet_ids"": [""1592233770987716608""], ""id"": ""1592233770987716608"", ""text"": ""@WBrettWilson Trudeau, MAFIA MEDIA ELITES want A ONE PARTY STATE IN CANADA through mass immigrations. They want to destroy Alberta\u2019s oil &amp; gas industries so that they will keep people poor, uneducated, unemployed and uninformed and those people will vote for them forever because media use race""}
",       Trudeau MAFIA MEDIA ELITES want A ONE PARTY STATE IN CANADA through mass immigrations They want to destroy Albertaus oil amp gas industries so that they will keep people poor uneducated unemployed and uninformed and those people will vote for them forever because media use race 
1700,"{""edit_history_tweet_ids"": [""1592233771650146310""], ""id"": ""1592233771650146310"", ""text"": ""@TheoFleury14 The world\u2019s largest laundromat""}
",       The worldus largest laundromat 
1701,"{""edit_history_tweet_ids"": [""1592233775194603521""], ""id"": ""1592233775194603521"", ""text"": ""@AndrewLawton Convoy testimony must not be going where you want it to today\u2026""}
",       Convoy testimony must not be going where you want it to todayu 
1702,"{""edit_history_tweet_ids"": [""1592233777098821632""], ""id"": ""1592233777098821632"", ""text"": ""@JoeyTweeets This has nothing todo with our govt. Just like fuel prices are not set by Trudeau. /s""}
",       This has nothing todo with our govt Just like fuel prices are not set by Trudeau s 
